image_path,true_action,scenario_tag,source
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656181813337_jpg.rf.7f26257cb0384ce3ce2127ad8a257d3f.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656181312306_jpg.rf.dc869d7f020ea2135485449d8ef9eb1f.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656612261443_jpg.rf.461e9ad015778deeba8218060141167d.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653753870069_jpg.rf.9c6a8ae4908d98c151d8dc63249730b3.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655993390517_jpg.rf.422fef0ff0a3d0c3da8c11659728df66.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655993263928_jpg.rf.de422a16c56ff0c56208b54969a1f99e.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653752165859_jpg.rf.d024479b8aa7754b791aad3d8884a878.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656147155894_jpg.rf.79bae3c5286081e3dc17f739809f1155.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237246045_jpg.rf.5edfc71b1e645393190225375242f1bc.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655369679471_jpg.rf.dbe2dd1f55f70388bf6de2ac5ffb3d2c.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251826782_jpg.rf.6c977d8e4ff7e56e411baa62ba1340ee.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\images\train\frame_0009.jpg,PROCEED,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1655308714003_jpg.rf.46469471850d2b0b8059f20398355c1e.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653770296591_jpg.rf.2b2b9da1f451ef07e7833d78204c03d8.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653755127357_jpg.rf.6d46bf1d2099e17a639c298c3e6db1e8.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653388947601_jpg.rf.11a676d84bf9afed2f07a43b7f2732a9.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656170464424_jpg.rf.16914e84cc6772a6a37aac9c7b7db702.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656678224586_jpg.rf.123c4c59ccdf105de378cde377419b34.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653766990728_jpg.rf.f47fbab658c7153890bc713e9e0092eb.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656022564253_jpg.rf.07080ada5046f2851338d298114eac0d.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653410805065_jpg.rf.6af9d5c803bfed25ea6453a083ec9d95.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653757279640_jpg.rf.1677a5d445aa5a6767e31e51474eb7fb.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\images\train\frame_0001.jpg,PROCEED,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653755062690_jpg.rf.ada826d28662eae37bc5012d6a23c070.jpg,PROCEED,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656181838741_jpg.rf.388ee0d03ee382f5c4551f66f5d96278.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653753747605_jpg.rf.88a92b3aa7eab0c8a7b7c05fcb8166b4.jpg,PROCEED,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656230339960_jpg.rf.478aa8497d9cde70afb0b9764e22930b.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653766474289_jpg.rf.98b2dd7b68ba99997302e580e2664d22.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656680748956_jpg.rf.174438a892dd588dcc48f379543438aa.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655971490081_jpg.rf.78175981e783d968dbe5ddeb4931e22b.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656680220857_jpg.rf.aa372dde6311f37966289bd90586ee0c.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653753597698_jpg.rf.a90bcdc46308d1a6bc2b317ab041c05e.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653755019735_jpg.rf.a9c459b58b9e47c3be197dc6e384d8ed.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656238304621_jpg.rf.1a1403f0e3ca4c2e61f4fea41d0730b3.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653755175956_jpg.rf.d88246ecc9d3df728efde451611ebcda.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655992828904_jpg.rf.d4dcfac01307f0e4700666b9b1b3330c.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653752307127_jpg.rf.3b90667abc83923f9fd7f24b2cc73ac3.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237978561_jpg.rf.afc6306e04fba208b396a61e0d7038db.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237289620_jpg.rf.d0aa8ca074ba9083a8a7b64d9309ddd3.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\images\test\frame_0013.jpg,SLOW DOWN,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656612611460_jpg.rf.00980ef96a1b5e84e4e265557c04bf93.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655988889600_jpg.rf.380fc6c1fa973a1f02835cb787fdcdc0.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656170838866_jpg.rf.210babeaea4a3a240c0e9b5f08c8ceb5.jpg,EMERGENCY BRAKE,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653345524539_jpg.rf.1e8118ed086b16765250ef05f5502b66.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653412932514_jpg.rf.65cd464d86c82c1836e280e0d7f2871d.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655991782656_jpg.rf.d87ca1b5c381a2416c96000d12aa5871.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655981026544_jpg.rf.3137d864cc12d692505821b4d736091e.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655307855465_jpg.rf.ce23198cd7416ad128f3d9477beaaf09.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653753441199_jpg.rf.3be547ac56ede645643c14fb245341f3.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655307941073_jpg.rf.2e3951c0090ef21ca7ed477f90a10b4e.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653753842113_jpg.rf.1ee0f5bcc814565257c0c87d5633ae85.jpg,EMERGENCY BRAKE,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653768483511_jpg.rf.05f100c9ac0267e016ccb576b9257a86.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653755276043_jpg.rf.2dcf96b6cbf893008348ec5842d13555.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656170427348_jpg.rf.890cad2d21dd8636c827860fa68c39d8.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653754035970_jpg.rf.c0912ecf713346bb91cf3eec96eca27a.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237302312_jpg.rf.5a5da82fef1280f9ea1ed9bdc4f2ddfc.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1656170940054_jpg.rf.3125a5b44a98c00b7b84eb767e685cb5.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1656181907606_jpg.rf.133ae2a54e7d2161135feb1094e72327.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656147573707_jpg.rf.43c75dfa865840e8c06955365d4eb8c1.jpg,EMERGENCY BRAKE,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251692175_jpg.rf.48358283a9cc6cc071f653255b0ad850.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653752602355_jpg.rf.0698f635be74997dd89f8a2583dcefef.jpg,PROCEED,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754520614_jpg.rf.4e9ea93c13896c5afafa4c651ed5a447.jpg,PROCEED,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656237167182_jpg.rf.98c222fc6cd0b48a2b0076276738fbe9.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656667275933_jpg.rf.4f7168228760a35ab91c50164a324aad.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656021569029_jpg.rf.0d4fb569cb70095080784104c8472fcf.jpg,EMERGENCY BRAKE,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656181718171_jpg.rf.7867c0002883d5ef8aa9820ae17d455e.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653345733065_jpg.rf.0997b8453b128fef16e663e36a94112f.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653758115510_jpg.rf.34cc45b139b3830922e29da879b921c8.jpg,PROCEED,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655981293941_jpg.rf.df26b3a9bab129215d8325fc943ed5ae.jpg,STOP,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653752689365_jpg.rf.e2738342a9e0e2a55ae53f6ac6d1595e.jpg,PROCEED,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653385191647_jpg.rf.030a8fe1807b9abea91d9653d812bb50.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656106848029_jpg.rf.b31530f0ea658c581584ca381b783bc4.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656231080265_jpg.rf.5322e0bee6531a547f38046d948d181c.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656146304232_jpg.rf.4fbd5627fa5aade6879e02088f1f1857.jpg,STOP,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1655370476877_jpg.rf.02ced129fbd94e9a52ec1f10ba27b322.jpg,STOP,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655308815039_jpg.rf.3c41875e591e2a78647c5784f8e7ef47.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655306247090_jpg.rf.7e5d1371700c0d9a90e43b658bb59dac.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653740138688_jpg.rf.a934d3eec71efac2551be59d4dd82428.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655989540018_jpg.rf.fa6793e26ab32564b5488936e0cf3757.jpg,EMERGENCY BRAKE,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653346108551_jpg.rf.365b455cb6ebabd7fd87bcb9401f1918.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656611319921_jpg.rf.7b7746d0e417c24edd21063520d2e660.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251887256_jpg.rf.2091dedfb0478d819c186dedc43a0d51.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655306789456_jpg.rf.1eb1de7c9d9a34136c49f43414ea04c2.jpg,STOP,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230777718_jpg.rf.0ba768de77c29b5b3c0784f28f59ba4d.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\images\train\frame_0005.jpg,SLOW DOWN,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653754062233_jpg.rf.f9da72edb6b8b1211afc371b7e0407bb.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653753474914_jpg.rf.2981f91aeab0aaec6284cb8e95ff1914.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754095673_jpg.rf.345cc85cc0c87ddf265e84923f025af3.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653754026007_jpg.rf.adfae98364b59670af6945fa65038cdf.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655989263486_jpg.rf.24c2a035d1b2db365912e27a12a24f4e.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656611052777_jpg.rf.36e2e9c8109088bf2758e987b873c89c.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656230866805_jpg.rf.870c186eb163b737c19c1bff7b4a695d.jpg,EMERGENCY BRAKE,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655307590725_jpg.rf.76614f3837cbc2ea2c084982693b8b20.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655970828726_jpg.rf.b87c19c53ec28e1159518e958ae0d621.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656678186432_jpg.rf.a69e69e94d585cf18f03bb22a16d8543.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655168985219_jpg.rf.1fd0488c5a3098b2196bb627a18609ff.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1655169285418_jpg.rf.7c439e31e6250d2147a62802b7d0576f.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1656231004901_jpg.rf.8fe77d65287d1fbbca960c1cb871df1c.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656608903537_jpg.rf.0b2dc79b291d517aa102db34261c01d6.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656147556894_jpg.rf.a8d8c3109ab7c0bfcdca9bf18d45811d.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655308198715_jpg.rf.73b1f0b01a50526efd8384fd4278c74a.jpg,STOP,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656609024976_jpg.rf.fe0b5ca8f8109759b2cc917ed71f1f7c.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656015735078_jpg.rf.60b8b716ffeb2bd00b0b789e0f7c836e.jpg,STOP,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653755160364_jpg.rf.f9797c18f069f4463583798d23a67d33.jpg,STOP,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653756744058_jpg.rf.049ce3fee9a74682587689cd05421c6d.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1655307072766_jpg.rf.3b8b260b1c9ef247d89cbdac79a7ca1e.jpg,EMERGENCY BRAKE,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656022363245_jpg.rf.3c3f9887c0dc0c9d3a1a413195ddfe73.jpg,EMERGENCY BRAKE,occluded,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655991086138_jpg.rf.2bd2025bb50e3e38421357023a28285d.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656667174568_jpg.rf.8e1f2d4c60f71e71d622bbb0451de2f8.jpg,PROCEED,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656015934733_jpg.rf.69218ac5988183ea066bd2971d2ae24d.jpg,PROCEED,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656147115677_jpg.rf.425b897427fa831f14d6460d9419fa4e.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653753283780_jpg.rf.da15a2feb61f8c944e3553b4edc520d5.jpg,SLOW DOWN,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653757945577_jpg.rf.f193158a8d76962b03b7b3312e598be7.jpg,EMERGENCY BRAKE,occluded,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653753753170_jpg.rf.1f331a80131726604c4caebe79a28474.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656015551126_jpg.rf.141f2e1fa8a481e405dd5eb5c8ccae9b.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655989625925_jpg.rf.38382d36c4aa1ffe77d3c419265bb132.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653771248219_jpg.rf.52980daa98b5c3bf05228cf94422b7f7.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655369101979_jpg.rf.452a557015031ef16c93772e7291f0b2.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653763621987_jpg.rf.f632498f1c5d02aae54f4354f2117735.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656679113682_jpg.rf.be46803dd99892104ff7c5907010620f.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653753658298_jpg.rf.a7bbf8c1e7b7f63f99f4a67a50d5ef3b.jpg,STOP,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656230765228_jpg.rf.cd99ce68bcbd22040fd71fe45af96718.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1656609572089_jpg.rf.deabedfa49f18309a3567dc6cdc3fb2e.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653752172362_jpg.rf.13cf9a692df70460a557df08fb44111c.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653754939601_jpg.rf.ccbc7f158cc2db279d09d3ad9c7ef6e9.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656609740369_jpg.rf.391789fb3169444f85ee3055fa360a32.jpg,EMERGENCY BRAKE,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754621692_jpg.rf.f545d722941d7a70cf6cddbad2436be7.jpg,EMERGENCY BRAKE,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655369195951_jpg.rf.6ffcb6589a1d0e3c41b6654feb6579aa.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653754544324_jpg.rf.6fd1a5adcac94a325a3d9ee288263275.jpg,STOP,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656107353919_jpg.rf.560c20f383d0f07a88690a6be14fc543.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656253716850_jpg.rf.8082091ccac73db9b6d4d8e8e31308a3.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653752872909_jpg.rf.e7cd29ac1afe80b92a2c50af9da09042.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\test\images\1653344614275_jpg.rf.c5fed83031a1f2c78e60f8462eb6c6e3.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1656609975955_jpg.rf.9c3694c96013ec2a2c12aa4a8d229385.jpg,SLOW DOWN,occluded,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655307506281_jpg.rf.a3849ae615cf3bf20136189ad7cc27e8.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653752613015_jpg.rf.daabd0a69d6da40faf54b64f1a67768b.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656608827137_jpg.rf.a2604b7ca75d9b012a68f8a515d49b59.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656609420575_jpg.rf.b81a7472f636c9a7a8fc2fc24573419d.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656169768363_jpg.rf.325a1275e067d0bad915acc1433bb556.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655168798450_jpg.rf.6276e22d31925ad72476ad1ccebc2adb.jpg,PROCEED,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754001180_jpg.rf.c16e3449eba0aaee7a6378a5b36ba51d.jpg,PROCEED,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653753133821_jpg.rf.139cc502a46b64b6998e048af72758d4.jpg,EMERGENCY BRAKE,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653752593562_jpg.rf.6503b98ab1c63a4c0a92f7687f8d4e2c.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754595326_jpg.rf.2d4891a82198ab7191f624260ce4e2b3.jpg,PROCEED,occluded,rule_derived
