run_id,image_path,perturbation_type,severity,strategy,pred_action,true_action,is_correct,confidence,was_tie,arbitration_ms,perception_ms,n_conflicts,agreement_rate
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Leader Election,STOP,SLOW DOWN,False,0.97,False,0.06480002775788307,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.325,False,0.05089998012408614,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.441,False,0.08410000009462237,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Weighted Consensus,PROCEED,SLOW DOWN,False,0.325,False,0.056200020480901,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.322,False,0.06799999391660094,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.322,False,0.05440000677481294,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Dynamic Entropy-Weighted Ensemble,STOP,SLOW DOWN,False,0.319,False,0.06150000263005495,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,low,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.046200002543628216,279.74249998806044,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Majority Voting,PROCEED,SLOW DOWN,False,0.5,False,0.08329999400302768,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Confidence Weighted Voting,PROCEED,SLOW DOWN,False,0.489,False,0.05640002200379968,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.05269999383017421,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Leader Election,STOP,SLOW DOWN,False,0.97,False,0.05339999916031957,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.436,False,0.04730001091957092,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.366,False,0.08159998105838895,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Weighted Consensus,PROCEED,SLOW DOWN,False,0.436,False,0.060399994254112244,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.448,False,0.10139995720237494,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.448,False,0.0751999905332923,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Dynamic Entropy-Weighted Ensemble,STOP,SLOW DOWN,False,0.324,False,0.07020001066848636,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,medium,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.054100004490464926,281.48740000324324,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Majority Voting,PROCEED,SLOW DOWN,False,0.5,False,0.07919996278360486,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Confidence Weighted Voting,PROCEED,SLOW DOWN,False,0.498,False,0.059399986639618874,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.07209996692836285,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Leader Election,EMERGENCY BRAKE,SLOW DOWN,False,0.96,False,0.05530001362785697,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.444,False,0.05099998088553548,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.442,False,0.07989996811375022,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Weighted Consensus,PROCEED,SLOW DOWN,False,0.444,False,0.0570000265724957,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.456,False,0.0523999915458262,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.456,False,0.05080003757029772,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Dynamic Entropy-Weighted Ensemble,PROCEED,SLOW DOWN,False,0.387,False,0.07160002132877707,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,motion_blur,severe,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.13269996270537376,277.37949998117983,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Majority Voting,PROCEED,SLOW DOWN,False,0.5,False,0.07110001752153039,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Confidence Weighted Voting,PROCEED,SLOW DOWN,False,0.489,False,0.049600028432905674,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.04329998046159744,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Leader Election,STOP,SLOW DOWN,False,0.97,False,0.045900000259280205,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.436,False,0.04190002800896764,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.366,False,0.06689998554065824,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Weighted Consensus,PROCEED,SLOW DOWN,False,0.436,False,0.052799994591623545,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.448,False,0.04309997893869877,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.448,False,0.04139996599406004,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Dynamic Entropy-Weighted Ensemble,STOP,SLOW DOWN,False,0.324,False,0.051499984692782164,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,low,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.03860000288113952,289.9283000151627,1,0.5
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Majority Voting,PROCEED,SLOW DOWN,False,0.333,False,0.06590003613382578,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Confidence Weighted Voting,PROCEED,SLOW DOWN,False,0.374,False,0.04340003943070769,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.04810001701116562,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Leader Election,EMERGENCY BRAKE,SLOW DOWN,False,0.96,False,0.05600001895800233,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.331,False,0.05219999002292752,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.509,False,0.09039998985826969,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Weighted Consensus,PROCEED,SLOW DOWN,False,0.331,False,0.06470002699643373,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.327,False,0.05720002809539437,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.327,False,0.09839999256655574,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Dynamic Entropy-Weighted Ensemble,EMERGENCY BRAKE,SLOW DOWN,False,0.321,False,0.08860003435984254,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,medium,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.06640003994107246,271.5314999804832,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Majority Voting,PROCEED,SLOW DOWN,False,0.5,False,0.08019997039809823,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Confidence Weighted Voting,PROCEED,SLOW DOWN,False,0.498,False,0.0591999851167202,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.052900053560733795,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Leader Election,EMERGENCY BRAKE,SLOW DOWN,False,0.96,False,0.054500007536262274,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.444,False,0.050099974032491446,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.442,False,0.08079997496679425,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Weighted Consensus,PROCEED,SLOW DOWN,False,0.444,False,0.0570000265724957,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.456,False,0.05229999078437686,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.456,False,0.06839999696239829,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Dynamic Entropy-Weighted Ensemble,PROCEED,SLOW DOWN,False,0.387,False,0.06340001709759235,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,brightness_drop,severe,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.04999997327104211,289.1084000002593,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Majority Voting,PROCEED,SLOW DOWN,False,0.333,False,0.0885000335983932,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Confidence Weighted Voting,PROCEED,SLOW DOWN,False,0.359,False,0.06089999806135893,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.05139998393133283,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Leader Election,EMERGENCY BRAKE,SLOW DOWN,False,0.96,True,0.05800003418698907,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.317,False,0.053800002206116915,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.422,False,0.08480000542476773,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Weighted Consensus,PROCEED,SLOW DOWN,False,0.317,False,0.058399979025125504,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.315,False,0.05269999383017421,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.315,False,0.056699966080486774,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Dynamic Entropy-Weighted Ensemble,EMERGENCY BRAKE,SLOW DOWN,False,0.258,True,0.07259997073560953,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,low,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.06310001481324434,294.84509996837005,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Majority Voting,PROCEED,SLOW DOWN,False,0.333,False,0.09619997581467032,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Confidence Weighted Voting,PROCEED,SLOW DOWN,False,0.374,False,0.058800040278583765,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Rule-Based Arbitration,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.053200055845081806,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Leader Election,EMERGENCY BRAKE,SLOW DOWN,False,0.96,False,0.06350001785904169,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Dynamic Reliability Scoring,PROCEED,SLOW DOWN,False,0.331,False,0.05539995618164539,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Bayesian Fusion,PROCEED,SLOW DOWN,False,0.509,False,0.09139999747276306,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Weighted Consensus,PROCEED,SLOW DOWN,False,0.331,False,0.063000014051795,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Softmax-Weighted Selection,PROCEED,SLOW DOWN,False,0.327,False,0.06560003384947777,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Adaptive Reliability Learning,PROCEED,SLOW DOWN,False,0.327,False,0.049099966417998075,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Dynamic Entropy-Weighted Ensemble,EMERGENCY BRAKE,SLOW DOWN,False,0.321,False,0.061400001868605614,303.9194999728352,1,0.6666666666666666
sweep_e70d877e,C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653754068234_jpg.rf.a2c23f7308dca55cd25f640c9ae84f9c.jpg,occlusion,medium,Adaptive Strategy Selection,EMERGENCY BRAKE,SLOW DOWN,False,0.99,False,0.047399953473359346,303.9194999728352,1,0.6666666666666666
